file,cluster
05-067-09102_17777299__2040176___2007-12-10.tif,2
05-067-07484_1794524__2061666___2009-06-03.tif,2
05-067-07850_400957379__3611608___2015-05-18.tif,1
05-067-08877_2221695__2845205___2011-09-15.tif,2
05-067-09310_400979128__3618728___2015-06-03.tif,0
05-071-07945_2514041__2915823___2012-05-04.tif,1
05-071-08206_2514745__2935310___2012-06-08.tif,1
05-067-08217_17777098__2040328___2007-12-10.tif,0
05-067-09330_2222814__2871993___2011-11-14.tif,0
05-067-06003_400936155__3641275___2015-07-09.tif,1
05-067-08508_2524877__2672684___2010-11-04.tif,1
05-067-05183_400820488__3277386___2010-09-22.tif,0
05-071-08361_400768471__3414664___2014-08-08.tif,1
05-071-06490_400764178__3405255___2014-08-07.tif,1
05-071-08971_2514717__2935338___2012-06-08.tif,1
05-067-09790_401126168__3962646___2016-09-22.tif,0
05-067-05610_2222057__2853121___2011-11-17.tif,0
05-071-08001_400748487__3483765___2014-08-12.tif,1
05-071-09188_2514009__2915819___2012-05-04.tif,1
05-071-09229_400787830__3501211___2014-08-26.tif,1
05-067-07653_400950331__3730146___2015-11-24.tif,1
05-067-09066_400947922__3626047___2015-06-11.tif,1
05-071-07133_2514452__2928260___2012-05-25.tif,1
05-071-08088_2514718__2935337___2012-06-08.tif,1
05-067-07929_2214775__2732150___2011-06-23.tif,1
05-067-05441_17777419__2038795___2007-12-10.tif,0
05-067-08936_400941046__3626170___2015-06-11.tif,1
05-071-08404_1629666__2164585___2009-08-07.tif,1
05-067-06056_400907072__3588739___2015-04-13.tif,1
05-067-08162_401103667__3932736___2016-08-18.tif,2
05-067-05436_400730535__3473614___2014-11-03.tif,0
05-071-08342_400761243__3402087___2014-08-05.tif,1
05-067-06915_400916348__3663228___2015-08-14.tif,1
05-067-07842_2541118__2794421___2011-07-22.tif,2
05-067-07022_400915171__3663147___2015-08-14.tif,1
05-067-09047_401184339__3877309___2016-06-03.tif,1
05-067-05487_401034814__3373793___2014-06-25.tif,0
05-067-07814_2214810__2732184___2011-06-23.tif,1
05-071-08412_2514470__2928251___2012-05-25.tif,1
05-067-07071_400942929__3626100___2015-06-11.tif,1
05-067-06585_401053045__3705322___2015-10-21.tif,0
05-067-07818_2445086__2854367___2012-01-13.tif,2
05-067-05280_401107039__3932183___2016-08-18.tif,1
05-071-09177_2524477__2665497___2010-11-02.tif,1
05-067-08002_401197019__3916648___2016-07-28.tif,0
05-067-09317_17778042__2050846___2007-09-04.tif,1
05-067-08337_1332018__528337___2001-11-03.tif,1
05-067-08818_2092439__3469135___2014-10-27.tif,1
05-067-09505_401048884__3641564___2015-07-09.tif,1
05-067-07010_1631302__2202359___2009-09-10.tif,2
05-067-06890_17778281__2050515___2007-09-07.tif,0
05-007-06211_401171500__3894209___2016-06-27.tif,1
05-067-08294_400950260__3730128___2015-11-24.tif,1
05-067-06617_401014456__3641495___2015-07-09.tif,2
05-067-08670_401172864__3894233___2016-06-27.tif,1
05-067-09184_17778037__2047882___2007-09-04.tif,1
05-071-08192_2364200__3420796___2014-08-07.tif,1
05-071-09417_2524637__2669164___2010-11-05.tif,1
05-067-07836_2213547__2692367___2011-03-31.tif,2
05-071-07616_400762069__3408851___2014-08-07.tif,1
05-067-06482_400846603__3588874___2015-04-13.tif,1
05-071-08344_2213498__2690972___2011-01-28.tif,1
05-067-07355_400998004__3611500___2015-05-18.tif,1
05-067-07888_619269__1580165___1994-01-07.tif,0
05-067-07843_17778126__2044349___2007-09-06.tif,2
05-071-07268_1629372__2160744___2009-09-28.tif,1
05-067-08060_401158133__4007308___2016-11-14.tif,0
05-067-08947_2222813__2871992___2011-11-14.tif,0
05-067-08743_401010686__3637921___2015-07-01.tif,0
05-067-09107_401130617__3962617___2016-09-22.tif,0
05-067-08768_401194443__4054529___2017-01-17.tif,0
05-067-07674_2214766__2732141___2011-06-23.tif,1
05-067-09184_17777790__2048028___2008-05-01.tif,1
05-067-07538_1793137__2050235___2007-06-20.tif,2
05-071-08177_400726934__3475622___2014-08-06.tif,1
05-067-09259_401021783__3645842___2015-07-16.tif,0
05-067-08022_401175302__3997462___2016-11-08.tif,2
05-067-08114_17777910__2050490___2007-09-18.tif,0
05-067-07228_1793023__2044475___2009-04-16.tif,2
05-067-09300_1701536__2040546___2009-04-03.tif,2
05-067-08377_2221424__2835427___2011-08-01.tif,2
05-067-09144_401014951__3618719___2015-06-03.tif,0
05-067-09072_17777312__2040166___2007-12-10.tif,0
05-067-05752_17777755__2048059___2008-05-22.tif,0
05-067-07290_400843651__3588897___2015-04-13.tif,1
05-071-08006_1629740__2164501___2009-08-17.tif,1
05-067-07293_1149129__1533470___1999-07-26.tif,0
05-067-08237_1331970__1483752___2001-09-04.tif,0
05-067-08205_401122351__3900411___2016-06-29.tif,1
05-067-08886_17777528__2044170___2008-07-28.tif,0
05-067-05273_17777266__2040206___2007-12-10.tif,0
05-067-06991_1794471__2061730___2007-03-23.tif,2
05-067-07961_1149240__395011___1999-05-07.tif,2
05-067-07067_400948005__3626038___2015-06-11.tif,1
05-067-07310_1173096__920396___2003-06-26.tif,2
05-067-07611_1793209__2057066___2007-06-28.tif,2
05-067-08175_2524960__2672604___2010-11-08.tif,0
05-067-06796_1793442__2050360___2007-08-09.tif,2
05-071-08132_2514073__2915797___2012-05-04.tif,1
05-067-07058_401047131__3641525___2015-07-09.tif,1
05-071-07704_1629537__2162393___2009-07-22.tif,1
05-067-09507_2524777__2671864___2010-10-20.tif,1
05-067-06288_401051168__3675463___2015-09-02.tif,0
05-067-08907_17778258__2050769___2007-09-07.tif,0
05-067-07889_2213574__2692394___2011-03-31.tif,2
05-067-08285_1794363__2061836___2007-04-09.tif,2
05-071-09807_2169909__2953877___2012-07-13.tif,1
05-071-07250_2448077__2882115___2012-01-06.tif,1
05-071-07692_1629819__2164161___2009-08-21.tif,1
05-067-06685_2541553__2849646___2010-06-24.tif,2
05-071-08917_400770122__3408942___2014-08-07.tif,1
05-071-06767_2447898__2876332___2012-02-10.tif,1
05-067-08958_400939599__3641339___2015-07-09.tif,1
05-067-05787_1173106__412209___2003-06-17.tif,2
05-067-08627_1793292__2050299___2007-07-12.tif,2
05-071-08671_2514093__2915748___2012-05-04.tif,1
05-067-05415_400956917__3611639___2015-05-18.tif,1
05-067-08820_2222128__2856642___2011-11-16.tif,0
05-067-08094_401051542__3660544___2015-08-07.tif,1
05-067-09226_400912208__3663170___2015-08-14.tif,1
05-067-07024_1173040__258142___2001-11-02.tif,2
05-067-06749_2515167__2953942___2012-07-16.tif,1
05-071-07531_400815319__3515119___2014-12-22.tif,1
05-071-06105_1629494__2162435___2009-07-30.tif,1
05-071-08353_2447875__2876310___2012-01-27.tif,1
05-071-09232_400787770__3501207___2014-08-26.tif,1
05-067-07654_400905058__3588793___2015-04-13.tif,1
05-067-06816_1793139__2050233___2007-06-20.tif,2
05-067-07317_1149235__1212372___1999-05-07.tif,2
05-071-08422_1629492__2162437___2009-08-28.tif,1
05-067-06418_17778208__2050815___2007-09-07.tif,0
05-067-07111_400846802__3588856___2015-04-13.tif,1
05-067-06603_17778272__2050756___2007-09-07.tif,0
05-071-09019_400778057__3407792___2014-08-08.tif,1
05-071-07200_2514225__2920310___2012-05-11.tif,1
05-075-07155_401172665__3894078___2016-06-14.tif,1
05-067-09220_2222568__2867781___2011-11-14.tif,0
05-067-09482_2221656__2845166___2011-09-22.tif,2
05-067-06900_401046555__3664442___2015-08-17.tif,0
05-067-06972_400909678__3663106___2015-08-14.tif,2
05-067-05567_401022287__3646144___2015-07-17.tif,0
05-067-09435_1701550__2040572___2009-04-03.tif,2
05-067-07655_2521066__2534805___2010-06-28.tif,2
05-071-06726_2169294__2946724___2012-06-29.tif,1
05-067-07386_401014442__3641471___2015-07-09.tif,2
05-067-08344_2510372__2532941___2009-08-27.tif,2
05-067-07533_2214784__2732159___2011-06-23.tif,1
05-067-09034_1793120__2050250___2007-06-01.tif,2
05-067-09187_400930636__3641517___2015-07-09.tif,1
05-067-05078_17778009__2056965___2007-09-24.tif,0
05-067-09353_400933949__3641251___2015-07-09.tif,1
05-067-05328_17777544__2044153___2008-01-11.tif,1
05-067-06462_2222342__2860695___2011-11-16.tif,0
05-067-06753_17777041__2040392___2009-04-08.tif,2
05-067-05127_17777013__2040367___2009-04-08.tif,2
05-067-08245_2213731__2696560___2011-04-28.tif,1
05-067-08681_1794344__2061854___2007-04-18.tif,2
05-067-07111_1793381__2050413___2007-07-25.tif,2
05-067-08061_401160199__4007314___2016-11-14.tif,0
05-067-08492_17777210__2040287___2007-12-10.tif,2
05-067-05015_1149165__436861___1999-06-28.tif,0
05-067-09203_401164477__3908766___2016-07-15.tif,0
05-067-06117_2222063__2853106___2011-12-22.tif,0
05-071-07729_401018791__3464241___2014-10-22.tif,1
05-067-08147_2515209__2953981___2012-07-16.tif,1
05-067-06590_17778025__2056949___2007-09-11.tif,0
05-067-05808_2447215__2862477___2011-11-16.tif,0
05-067-09752_400766451__3459527___2011-04-18.tif,0
05-067-07346_401103584__3932704___2016-08-18.tif,1
05-067-05141_1793329__2056697___2007-07-16.tif,0
05-067-06705_400827142__3569303___2015-03-12.tif,1
05-067-05066_401190295__4054541___2017-01-17.tif,0
05-067-06855_400931690__3660580___2015-08-10.tif,0
05-067-08715_17777846__2047994___2007-11-21.tif,2
05-067-07110_17778190__2044285___2007-09-12.tif,2
05-067-07313_401121496__3900493___2016-06-29.tif,1
05-067-08006_673612__384471___1997-10-31.tif,2
05-067-08506_2510370__2532939___2009-08-27.tif,2
05-075-09389_401172545__3894056___2016-06-14.tif,1
05-067-08286_401117585__3900331___2016-06-29.tif,1
05-067-07529_400845311__3588911___2015-04-13.tif,1
05-071-07861_2485234__3048838___2013-01-18.tif,1
05-067-07067_1793143__2050229___2007-06-20.tif,2
05-067-08361_2515178__2953947___2012-07-16.tif,1
05-067-08332_1173021__610976___2001-11-05.tif,2
05-071-08870_400787878__3501233___2014-08-26.tif,1
05-067-07944_401168284__4026334___2016-12-12.tif,2
05-067-08521_401125466__3967217___2016-09-30.tif,1
05-067-08228_2515187__2953956___2012-07-16.tif,1
05-067-07694_894444__347119___1999-12-01.tif,0
05-071-09004_2213457__2690931___2011-02-03.tif,1
05-071-06808_2447879__2876306___2012-01-27.tif,1
05-067-05103_17777556__2044142___2008-07-07.tif,2
05-067-09492_400937333__3641315___2015-07-09.tif,1
05-067-06683_401014655__3641479___2015-07-09.tif,2
05-067-07737_2222298__2860651___2011-11-16.tif,0
05-067-05707_1331522__208092___2000-05-30.tif,1
05-067-07153_2445056__2854337___2012-01-13.tif,2
05-067-07526_1173061__839596___2003-07-02.tif,2
05-067-08933_17778038__2047881___2007-09-04.tif,1
05-007-06202_2221119__2823020___2011-11-16.tif,1
05-067-05624_401201582__4065281___2017-01-27.tif,0
05-067-05501_1701589__2040438___2008-12-08.tif,0
05-071-08216_2514085__2915752___2012-05-04.tif,1
05-067-07345_401113871__3932642___2016-08-18.tif,2
05-067-06314_1631384__2202281___2009-10-15.tif,2
05-071-08106_2513916__2911426___2012-04-27.tif,1
05-067-07995_401168815__3997424___2016-11-08.tif,2
05-067-07088_17777960__2044459___2007-09-26.tif,2
05-067-07189_400717954__3458068___2014-10-14.tif,1
05-067-08725_1794337__2061861___2004-04-18.tif,2
05-067-08187_17777670__2048122___2008-06-02.tif,0
05-067-09450_2221128__2823029___2011-11-16.tif,1
05-071-06540_2608163__2515703___2010-03-05.tif,1
05-067-08925_2222549__2867762___2011-11-14.tif,0
05-067-06713_401124814__3967295___2016-09-30.tif,1
05-067-08863_1793789__2061651___2009-05-11.tif,0
05-067-07112_1793383__2050411___2007-07-25.tif,2
05-067-08426_2221997__2853173___2011-12-16.tif,0
05-067-05082_2521105__2534847___2010-06-25.tif,0
05-067-06931_2447314__2862535___2011-11-16.tif,0
05-067-09284_401126202__3962615___2016-09-22.tif,0
05-071-07507_2485233__3048839___2013-01-18.tif,1
05-071-08806_2524641__2669168___2010-11-05.tif,1
05-067-06329_401160714__3997324___2016-11-08.tif,1
05-007-06246_2215417__2764095___2011-07-29.tif,1
05-067-09080_401125488__3967215___2016-09-30.tif,1
05-071-08340_1629750__2164491___2009-08-17.tif,1
05-071-09386_2514712__2935339___2012-06-08.tif,1
05-067-08888_2222229__2859301___2011-11-16.tif,0
05-067-09106_400759541__3264682___2013-11-14.tif,0
05-067-09222_17777250__2040217___2007-12-10.tif,0
05-067-09680_400937319__3641312___2015-07-09.tif,1
05-067-06806_401135139__3948931___2016-09-09.tif,0
05-071-07484_401019382__3464245___2014-10-22.tif,1
05-067-09079_2445066__2854347___2012-01-13.tif,2
05-071-06695_2524479__2665499___2010-11-02.tif,1
05-067-06833_17778061__2044414___2007-08-30.tif,2
05-067-08822_401196908__3916676___2016-07-28.tif,0
05-067-07549_2214803__2732177___2011-06-23.tif,1
05-067-08512_401110847__3932345___2016-08-18.tif,1
05-067-08948_2541124__2794427___2011-07-22.tif,2
05-071-06943_1629736__2164505___2009-08-17.tif,1
05-067-09166_401164540__3908801___2016-07-15.tif,0
05-067-06703_1793952__2056575___2007-05-14.tif,2
05-067-09001_1794260__2056456___2007-04-20.tif,2
05-067-09051_400964146__3611576___2015-05-18.tif,1
05-067-08649_1793937__2056605___2007-05-14.tif,2
05-067-07540_678837__3969398___1992-03-09.tif,1
05-071-06509_2524655__2669898___2010-11-16.tif,1
05-067-07698_401049118__3641576___2015-07-09.tif,1
05-067-09131_400979133__3618725___2015-06-03.tif,0
05-071-08952_2364193__3420803___2014-08-07.tif,1
05-067-08353_400997985__3611501___2015-05-18.tif,1
05-067-08997_400943003__3626090___2015-06-11.tif,1
05-067-05578_17777530__2044168___2008-07-23.tif,0
05-067-06241_17777061__2040357___2009-04-08.tif,2
05-071-08228_2514065__2915801___2012-05-04.tif,1
05-067-09058_400822444__3492348___2014-11-20.tif,1
05-067-07094_400819959__3492316___2014-11-20.tif,1
05-071-06315_400726976__3475618___2014-08-06.tif,1
05-067-05607_2524922__2672629___2010-09-22.tif,0
05-067-06982_2541085__2794359___2011-08-12.tif,1
05-077-09058_2222023__2853152___2012-01-06.tif,1
05-067-06306_2222307__2860660___2011-11-16.tif,0
05-067-07080_401160977__3997352___2016-11-08.tif,1
05-071-09306_400760133__3402035___2014-08-05.tif,1
05-067-07592_400845374__3588889___2015-04-13.tif,1
05-067-06676_400906846__3588749___2015-04-13.tif,1
05-067-07590_2221429__2835432___2011-08-01.tif,2
05-071-09366_400441285__3199856___2013-07-01.tif,1
05-071-09638_2213484__2690957___2011-01-14.tif,1
05-071-08015_2213452__2690926___2011-02-03.tif,1
05-071-09168_2064285__2911412___2012-04-27.tif,1
05-067-07141_1149209__993948___1999-05-07.tif,2
05-067-08657_1794285__2061968___2007-04-20.tif,2
05-067-05139_17778124__2044351___2007-09-06.tif,2
05-067-09432_2606634__2532908___2009-08-27.tif,2
05-071-08008_400720741__3436157___2014-08-07.tif,1
05-067-07355_401121506__3900499___2016-06-29.tif,1
05-071-08521_1629567__2162363___2009-08-04.tif,1
05-067-07998_2222600__2867813___2011-11-14.tif,0
05-071-06791_2169276__2946706___2012-06-29.tif,1
05-067-06406_17777815__2048021___2007-11-21.tif,2
05-067-05104_400821799__3277349___2010-09-22.tif,0
05-071-06529_2447914__2876378___2012-01-20.tif,1
05-067-05395_1331524__1499037___2000-07-13.tif,1
05-067-08499_2213551__2692371___2011-03-31.tif,2
05-067-09166_400989393__3626540___2015-06-15.tif,0
05-067-09063_1794449__2061755___2007-04-09.tif,2
05-067-09539_1701607__2040429___2009-03-18.tif,1
05-067-08159_400760094__3347838___2009-06-30.tif,0
05-067-06341_1631428__2202237___2009-10-15.tif,2
05-067-09283_401021814__3645844___2015-07-16.tif,0
05-071-06607_2524493__2665512___2010-11-02.tif,1
05-067-09667_400935853__3641268___2015-07-09.tif,1
05-067-06169_401121397__3900463___2016-06-29.tif,1
05-067-05311_2524908__2672660___2010-10-28.tif,0
05-067-08721_17778201__2050821___2007-09-07.tif,0
05-067-09201_400733941__3459586___2011-12-22.tif,0
05-067-07347_400911867__3663137___2015-08-14.tif,1
05-067-06059_1794521__2061669___2009-06-03.tif,2
05-071-08071_400757956__3483783___2014-08-12.tif,1
05-067-06829_400719246__3458095___2014-10-14.tif,1
05-067-06192_17778077__2044398___2007-08-30.tif,2
05-067-09847_2222554__2867767___2011-11-14.tif,2
05-067-06513_2447231__2862493___2011-11-16.tif,0
05-067-06530_1793949__2056578___2007-05-14.tif,2
05-067-07541_17777818__2048149___2007-11-21.tif,2
05-067-07956_401035094__3179079___2013-08-29.tif,2
05-067-08687_2222231__2859303___2011-11-16.tif,0
05-071-08318_400764380__3405248___2014-08-07.tif,1
05-067-08824_401046935__3664434___2015-08-17.tif,0
05-067-07429_400996051__3611511___2015-05-18.tif,1
05-067-07069_1794425__2061778___2007-04-09.tif,2
05-007-06223_401197186__3894195___2016-06-27.tif,1
05-067-09116_401021883__3645846___2015-07-16.tif,0
05-067-05424_2222001__2853177___2011-12-16.tif,0
05-067-06802_401024841__3652291___2015-07-27.tif,0
05-067-08114_2221158__2822944___2010-07-15.tif,1
05-067-08882_400942411__3626121___2015-06-11.tif,1
05-071-08758_400841245__3464229___2014-10-22.tif,1
05-067-07871_2222164__2856678___2011-11-16.tif,0
05-067-05598_401201478__4065295___2017-01-27.tif,0
05-071-06213_2524828__2671915___2010-10-22.tif,1
05-067-08094_17777685__2048105___2008-05-28.tif,0
05-071-08349_1629737__2164504___2009-08-17.tif,1
05-067-07105_401175293__3997460___2016-11-08.tif,1
05-071-08557_400769748__3408868___2014-08-07.tif,1
05-067-09126_401131158__3948953___2016-09-06.tif,0
05-067-07101_400829353__3569419___2015-03-12.tif,1
05-067-09878_400985061__3626584___2015-06-15.tif,0
05-071-07473_400752148__3402072___2014-08-05.tif,1
05-067-08147_400741674__3347820___2009-04-30.tif,0
05-071-07036_401019197__3464262___2014-10-22.tif,1
05-071-06129_1727116__3589124___2010-01-08.tif,1
05-067-08881_2445092__2854373___2012-01-13.tif,2
05-067-06475_401135298__3912394___2016-07-21.tif,0
05-067-06487_17778082__2044392___2007-08-30.tif,2
05-067-09003_1793757__2061708___2009-05-11.tif,0
05-067-05796_2541565__2849658___2010-07-19.tif,2
05-071-09216_1629425__2160657___2009-10-02.tif,1
05-071-07903_400712852__3428231___2014-08-07.tif,1
05-067-06968_400910525__3663119___2015-08-14.tif,2
05-067-05611_17777850__2047991___2007-11-16.tif,0
05-067-07203_2445053__2854334___2012-01-13.tif,2
05-067-08369_2515169__2953940___2012-07-16.tif,1
05-067-08676_1793337__2050456___2007-07-05.tif,2
05-067-05746_17777102__2040326___2007-12-10.tif,0
05-067-09434_1631232__2202433___2009-11-25.tif,2
05-067-07519_17777193__2040266___2007-12-10.tif,2
05-067-08918_400939559__3641330___2015-07-09.tif,1
05-067-05200_17777856__2047986___2007-11-16.tif,0
05-067-09468_400909231__3663078___2015-08-14.tif,1
05-067-07154_2445018__2854299___2012-01-13.tif,2
05-067-07428_894429__958155___1998-12-01.tif,1
05-067-06240_400956426__3611632___2015-05-18.tif,1
05-067-07724_17777395__2038819___2007-12-10.tif,0
05-067-09643_400950201__3730126___2015-11-24.tif,1
05-045-12987_2440679__3656004___2008-03-06.tif,0
05-067-08638_401168443__4026358___2016-12-12.tif,2
05-067-06588_2447223__2862485___2011-11-16.tif,0
05-067-07852_1793520__2050465___2009-04-30.tif,2
05-071-07165_2213509__2690983___2011-01-28.tif,1
05-071-06424_400704285__3436187___2014-08-07.tif,1
05-071-08343_1629573__2162357___2009-08-28.tif,1
05-067-07159_400713462__3458064___2014-10-14.tif,1
05-067-09167_401010552__3626548___2015-06-15.tif,0
05-067-07317_1631346__2202315___2009-09-10.tif,2
05-067-05196_1794498__2061687___2009-06-03.tif,2
05-067-06455_17777984__2044442___2007-09-26.tif,2
05-067-09616_401048446__3641555___2015-07-09.tif,1
05-067-07111_401112179__3932556___2016-08-18.tif,1
05-067-07794_2515193__2953965___2012-07-16.tif,1
05-071-08072_2514738__2935317___2012-06-08.tif,1
05-067-07340_401121497__3900495___2016-06-29.tif,1
05-067-05157_1173115__198187___2003-06-18.tif,1
05-067-06510_2524904__2672656___2010-10-28.tif,0
05-067-08932_400950027__3730111___2015-11-24.tif,0
05-067-06194_401175267__3997458___2016-11-08.tif,1
05-067-09228_401131060__3973922___2016-10-07.tif,0
05-071-08037_2213453__2690927___2011-02-03.tif,1
05-067-09182_401135385__3908435___2016-07-15.tif,0
05-067-07149_1332031__1021629___2001-08-10.tif,0
05-067-06208_1631410__2202255___2009-10-15.tif,2
